(('en el caso de', 1.0), 86, (1456, 1237), None, 'hsl(0, 100%, 30%)')
(('isla de san juan', 0.23395795620554719), 9, (1564, 450), 2, 'hsl(233, 100%, 30%)')
(('más bien a la', 0.23385155189101103), 9, (1797, 689), None, 'hsl(233, 100%, 30%)')
(('al ministerio de educación', 0.2285492289510303), 9, (1584, 537), 2, 'hsl(233, 100%, 30%)')
(('hombre de la calle', 0.22648787640897095), 9, (1548, 621), 2, 'hsl(234, 100%, 30%)')
(('al llegar a este', 0.22622184220951475), 9, (1703, 505), 2, 'hsl(234, 100%, 30%)')
(('viene a ser una', 0.22482136364454541), 9, (1764, 456), None, 'hsl(234, 100%, 30%)')
(('ministro de educación pública', 0.22030170276703992), 7, (1749, 623), None, 'hsl(234, 100%, 30%)')
(('al referirse a los', 0.21967569437557083), 7, (1876, 500), None, 'hsl(234, 100%, 30%)')
(('que a más de', 0.21826166492629717), 7, (1534, 623), None, 'hsl(234, 100%, 30%)')
(('ministro de educación nacional', 0.21699912007673025), 7, (1594, 461), 2, 'hsl(234, 100%, 30%)')
(('la universidad de antioquia', 0.20953517835608276), 7, (1651, 486), 2, 'hsl(235, 100%, 30%)')
(('la sociedad cubana de', 0.20732262167359194), 7, (1798, 608), None, 'hsl(235, 100%, 30%)')
(('trabajadores de la industria', 0.20611540118773367), 7, (1649, 595), 2, 'hsl(235, 100%, 30%)')
(('el derecho de huelga', 0.20404165790461881), 7, (1562, 565), 2, 'hsl(235, 100%, 30%)')
(('llegamos a la conclusión', 0.20229501544869499), 7, (1637, 443), 2, 'hsl(235, 100%, 30%)')
(('al hombre y a', 0.20186577470815711), 7, (1722, 524), 2, 'hsl(235, 100%, 30%)')
(('y a lo largo', 0.20145446571816736), 7, (1680, 620), None, 'hsl(235, 100%, 30%)')
(('por sus propios medios', 0.19999400671497533), 7, (1628, 691), 2, 'hsl(235, 100%, 30%)')
(('que no la sabe', 0.19958277638444036), 7, (1588, 487), 2, 'hsl(236, 100%, 30%)')
(('el mercado de valores', 0.19603825170961078), 7, (1544, 641), 2, 'hsl(236, 100%, 30%)')
(('el valle del cauca', 0.19560123520883471), 7, (1688, 704), 2, 'hsl(236, 100%, 30%)')
(('san pedro de macorís', 0.19284666906869335), 7, (1721, 627), None, 'hsl(236, 100%, 30%)')
(('de exportación e importación', 0.18857571686418836), 7, (1533, 428), None, 'hsl(236, 100%, 30%)')
(('la república dominicana y', 0.18690770223640629), 7, (1507, 587), None, 'hsl(236, 100%, 30%)')
(('de la ciudad universitaria', 0.18676463186437972), 7, (1638, 565), 2, 'hsl(236, 100%, 30%)')
(('nada menos que a', 0.18652988838138496), 6, (1771, 611), None, 'hsl(236, 100%, 30%)')
(('llegando a la conclusión', 0.18486837973133977), 6, (1807, 652), None, 'hsl(237, 100%, 30%)')
(('en su totalidad a', 0.18170539478329731), 6, (1707, 471), 2, 'hsl(237, 100%, 30%)')
(('en forma más o', 0.17816167580139358), 6, (1795, 521), None, 'hsl(237, 100%, 30%)')
(('de su vida a', 0.1764059221980159), 6, (1813, 680), None, 'hsl(237, 100%, 30%)')
(('frente a la vida', 0.17400655421700498), 6, (1717, 463), 2, 'hsl(237, 100%, 30%)')
(('dar a cada uno', 0.17344623804691608), 6, (1628, 626), 2, 'hsl(237, 100%, 30%)')
(('de la united fruit', 0.17081219732314207), 6, (1728, 647), None, 'hsl(238, 100%, 30%)')
(('sociedad de responsabilidad limitada', 0.16955243465587266), 6, (1843, 494), None, 'hsl(238, 100%, 30%)')
(('a la de un', 0.16868041859985697), 6, (1688, 621), None, 'hsl(238, 100%, 30%)')
(('de la literatura argentina', 0.16831115153051404), 5, (1770, 671), None, 'hsl(238, 100%, 30%)')
(('servir a la patria', 0.16746139400668617), 5, (1542, 683), 2, 'hsl(238, 100%, 30%)')
(('estado de sao paulo', 0.16622869665750176), 5, (1866, 514), None, 'hsl(238, 100%, 30%)')
(('sólo en cuanto a', 0.16499375513622105), 5, (1764, 533), None, 'hsl(238, 100%, 30%)')
(('el paso a los', 0.16368137195237234), 5, (1522, 541), 2, 'hsl(238, 100%, 30%)')
(('de la academia mexicana', 0.16364789317550263), 5, (1589, 600), 2, 'hsl(238, 100%, 30%)')
(('ley general de instituciones', 0.16317777743314854), 5, (1528, 586), None, 'hsl(238, 100%, 30%)')
(('se extiende a los', 0.16193699356711419), 5, (1699, 638), None, 'hsl(238, 100%, 30%)')
(('de la orquesta sinfónica', 0.16136705503636539), 5, (1883, 498), None, 'hsl(238, 100%, 30%)')
(('de humanidades y ciencias', 0.15983080463186108), 4, (1818, 607), None, 'hsl(238, 100%, 30%)')
(('del código de trabajo', 0.1596290355960974), 4, (1893, 497), None, 'hsl(238, 100%, 30%)')
(('general de instituciones de', 0.15871750887809549), 4, (1768, 522), None, 'hsl(238, 100%, 30%)')
(('comparable a la de', 0.1584998364208432), 4, (1798, 468), None, 'hsl(238, 100%, 30%)')
(('la alta edad media', 0.15845679889847256), 4, (1565, 513), None, 'hsl(238, 100%, 30%)')
(('a la interpretación de', 0.15694209127412218), 4, (1758, 467), None, 'hsl(238, 100%, 30%)')
(('a base de los', 0.15687793955130908), 4, (1771, 480), None, 'hsl(239, 100%, 30%)')
(('viene a ser como', 0.15665598735902705), 4, (1695, 543), 2, 'hsl(239, 100%, 30%)')
(('se dirige a los', 0.15520329072917741), 4, (1546, 650), None, 'hsl(239, 100%, 30%)')
(('se oponían a la', 0.15475263476872886), 4, (1599, 546), 2, 'hsl(239, 100%, 30%)')
(('la orquesta sinfónica de', 0.1543578883626697), 4, (1842, 607), None, 'hsl(239, 100%, 30%)')
(('de la comisión interamericana', 0.15374088701578648), 4, (1555, 628), 2, 'hsl(239, 100%, 30%)')
(('o de cualquier otra', 0.15348001331864397), 4, (1641, 641), 2, 'hsl(239, 100%, 30%)')
(('lo llevó a la', 0.15177668649202777), 4, (1635, 450), 2, 'hsl(239, 100%, 30%)')
(('del partido revolucionario cubano', 0.15165036790744793), 4, (1836, 483), None, 'hsl(239, 100%, 30%)')
(('a los hombres a', 0.15082067523032522), 4, (1819, 489), None, 'hsl(239, 100%, 30%)')
(('comercio y de agricultura', 0.15063022786090099), 4, (1686, 512), 2, 'hsl(239, 100%, 30%)')
(('a la nueva granada', 0.14985534671568163), 4, (1721, 566), 2, 'hsl(239, 100%, 30%)')
(('la producción mundial de', 0.14904631542272087), 4, (1756, 651), None, 'hsl(239, 100%, 30%)')
(('que se acerca a', 0.14770567353775932), 4, (1580, 478), None, 'hsl(239, 100%, 30%)')
(('de seguridad e higiene', 0.14735484172635144), 4, (1571, 426), 2, 'hsl(239, 100%, 30%)')
(('domiciliada en la ciudad', 0.14681722020363763), 4, (1776, 603), None, 'hsl(239, 100%, 30%)')
(('puede llegar a la', 0.14642729542506105), 4, (1515, 668), 2, 'hsl(239, 100%, 30%)')
(('alonso de santa cruz', 0.14573192913642052), 4, (1776, 508), None, 'hsl(239, 100%, 30%)')
(('a leer y escribir', 0.14563186573958842), 4, (1513, 568), 2, 'hsl(239, 100%, 30%)')
(('a la virgen de', 0.14469063234276977), 4, (1585, 478), 2, 'hsl(239, 100%, 30%)')
(('estados unidos e inglaterra', 0.14447801084962941), 4, (1702, 620), 2, 'hsl(239, 100%, 30%)')
(('la concepción del mundo', 0.14393469052099531), 4, (1533, 598), 2, 'hsl(239, 100%, 30%)')
(('con un sentido de', 0.14372148204332755), 4, (1593, 443), 2, 'hsl(239, 100%, 30%)')
(('presencia o ausencia de', 0.14197060190076533), 4, (1870, 549), None, 'hsl(240, 100%, 30%)')
(('dixo que lo que', 0.14082208111248304), 4, (1800, 518), None, 'hsl(240, 100%, 30%)')
(('se debe a su', 0.14074559895115316), 4, (1815, 654), None, 'hsl(240, 100%, 30%)')
(('de la corte internacional', 0.14026856610321126), 4, (1504, 436), None, 'hsl(240, 100%, 30%)')
(('que atañen a la', 0.14010227650761364), 4, (1647, 436), 2, 'hsl(240, 100%, 30%)')
(('a la investigación de', 0.13952474643778673), 4, (1729, 517), 2, 'hsl(240, 100%, 30%)')
(('raúl haya de la', 0.13925925241867965), 4, (1732, 530), 2, 'hsl(240, 100%, 30%)')
(('a todos los estados', 0.13821727248277654), 4, (1835, 622), None, 'hsl(240, 100%, 30%)')
(('razón o sin ella', 0.13788986160892067), 4, (1818, 556), None, 'hsl(240, 100%, 30%)')
(('de san martín a', 0.13642136380858388), 4, (1564, 465), None, 'hsl(240, 100%, 30%)')
(('sobre las actividades de', 0.13638662965408757), 4, (1715, 625), None, 'hsl(240, 100%, 30%)')
(('dentro de un ambiente', 0.13572266068513608), 4, (1505, 483), None, 'hsl(240, 100%, 30%)')
(('más bien que a', 0.1357093906826603), 4, (1775, 571), None, 'hsl(240, 100%, 30%)')
(('la iglesia y a', 0.13538133775292793), 4, (1819, 693), None, 'hsl(240, 100%, 30%)')
(('tomás cipriano de mosquera', 0.13357405342679407), 4, (1653, 698), 2, 'hsl(240, 100%, 30%)')
(('gracias a la cual', 0.13334827978002023), 4, (1852, 483), None, 'hsl(240, 100%, 30%)')
(('se lanza a la', 0.1333109952054192), 4, (1598, 432), 2, 'hsl(240, 100%, 30%)')
(('y a los hombres', 0.13266657665678605), 4, (1726, 492), 2, 'hsl(240, 100%, 30%)')
(('la presencia o ausencia', 0.13260467807889306), 4, (1775, 697), None, 'hsl(240, 100%, 30%)')
(('veces a la semana', 0.13229289428559909), 4, (1740, 593), 2, 'hsl(240, 100%, 30%)')
(('de haya de la', 0.13196986196139826), 4, (1545, 424), None, 'hsl(240, 100%, 30%)')
(('cuando se llega a', 0.13120802372951479), 4, (1673, 623), None, 'hsl(240, 100%, 30%)')
(('que dió origen a', 0.13013871085197579), 4, (1804, 467), None, 'hsl(240, 100%, 30%)')
(('que no llegaron a', 0.13013201577696271), 4, (1518, 422), None, 'hsl(240, 100%, 30%)')
(('que llega a ser', 0.12957651695260347), 4, (1847, 614), None, 'hsl(240, 100%, 30%)')
(('del comité nacional de', 0.12826783812878692), 4, (1587, 571), 2, 'hsl(241, 100%, 30%)')
(('la introducción a la', 0.12824293334726664), 4, (1757, 697), None, 'hsl(241, 100%, 30%)')
(('con razón o sin', 0.12818664990692669), 4, (1809, 476), None, 'hsl(241, 100%, 30%)')
(('la edad del bronce', 0.12725999388797293), 4, (1558, 687), 2, 'hsl(241, 100%, 30%)')
(('víctor raúl haya de', 0.12672850982750311), 4, (1560, 586), 2, 'hsl(241, 100%, 30%)')
(('se había llegado a', 0.12650360556776763), 4, (1638, 587), 2, 'hsl(241, 100%, 30%)')
(('primer plano de la', 0.12650265745216255), 4, (1714, 710), 2, 'hsl(241, 100%, 30%)')
(('de la reforma agraria', 1.0), 27, (1192, 467), None, 'hsl(137, 100%, 30%)')
(('de la seguridad social', 0.87354134050143839), 25, (1244, 491), 2, 'hsl(151, 100%, 30%)')
(('la primera guerra mundial', 0.76153415767193366), 18, (1219, 478), None, 'hsl(164, 100%, 30%)')
(('de la unión soviética', 0.6072307328699974), 16, (1268, 570), 2, 'hsl(181, 100%, 30%)')
(('el nivel de vida', 0.59370586101415679), 16, (1348, 536), 2, 'hsl(183, 100%, 30%)')
(('nivel de vida de', 0.48733210753596168), 15, (1268, 448), 2, 'hsl(195, 100%, 30%)')
(('de los estados miembros', 0.43348647577661603), 14, (1163, 515), None, 'hsl(201, 100%, 30%)')
(('facultad de ciencias económicas', 0.35456329575250384), 13, (1250, 526), None, 'hsl(210, 100%, 30%)')
(('del nivel de vida', 0.32580745843608666), 12, (1438, 554), None, 'hsl(213, 100%, 30%)')
(('del ministerio de trabajo', 0.32367584944726141), 12, (1465, 540), None, 'hsl(213, 100%, 30%)')
(('de desarrollo económico y', 0.31690263198238922), 12, (1174, 474), None, 'hsl(214, 100%, 30%)')
(('de la dirección nacional', 0.27267868489220076), 11, (1139, 503), None, 'hsl(219, 100%, 30%)')
(('la universidad de puerto', 0.27158366994612482), 11, (1310, 639), 2, 'hsl(219, 100%, 30%)')
(('bajo el signo de', 0.2660485357361182), 11, (1289, 586), None, 'hsl(220, 100%, 30%)')
(('las posibilidades de la', 0.26304025358000971), 11, (1286, 549), 2, 'hsl(220, 100%, 30%)')
(('ministerio de educación pública', 0.25998853094549146), 11, (1276, 674), 2, 'hsl(220, 100%, 30%)')
(('la unión soviética y', 0.24505200629402951), 11, (1242, 474), 2, 'hsl(222, 100%, 30%)')
(('del instituto de estudios', 0.2373852589787126), 11, (1365, 467), 2, 'hsl(223, 100%, 30%)')
(('de la república federal', 0.23249849925857841), 11, (1361, 431), 2, 'hsl(223, 100%, 30%)')
(('desarrollo de la economía', 0.22264071628241444), 11, (1286, 522), 2, 'hsl(224, 100%, 30%)')
(('problema de la vivienda', 0.21245587092064178), 11, (1480, 546), None, 'hsl(226, 100%, 30%)')
(('ello se debe a', 0.2052521558388587), 11, (1269, 596), None, 'hsl(226, 100%, 30%)')
(('se dirige a la', 0.19673795894676394), 11, (1180, 642), None, 'hsl(227, 100%, 30%)')
(('los estados miembros de', 0.19470208010041667), 11, (1148, 482), None, 'hsl(228, 100%, 30%)')
(('poner fin a la', 0.18801458487931597), 11, (1313, 583), 2, 'hsl(228, 100%, 30%)')
(('países miembros de la', 0.18199158623110076), 11, (1447, 563), None, 'hsl(229, 100%, 30%)')
(('dignidad de la persona', 0.18157839129570838), 11, (1233, 606), None, 'hsl(229, 100%, 30%)')
(('que se opone a', 0.18032524065543912), 11, (1118, 490), None, 'hsl(229, 100%, 30%)')
(('estados miembros de la', 0.18022397379877755), 11, (1305, 654), 2, 'hsl(229, 100%, 30%)')
(('la ley de amparo', 0.17918178449904387), 11, (1324, 617), 2, 'hsl(229, 100%, 30%)')
(('de la producción agropecuaria', 0.17565219447072211), 7, (1128, 498), None, 'hsl(230, 100%, 30%)')
(('una vez más a', 0.17389090392360443), 7, (1213, 523), None, 'hsl(230, 100%, 30%)')
(('de punta del este', 0.17010981168912875), 7, (1189, 611), None, 'hsl(230, 100%, 30%)')
(('el instituto de estudios', 0.16778706901888751), 7, (1183, 473), None, 'hsl(231, 100%, 30%)')
(('academia colombiana de historia', 0.16688227240472284), 7, (1226, 462), 2, 'hsl(231, 100%, 30%)')
(('un nivel de vida', 0.16604182685566488), 7, (1375, 444), 2, 'hsl(231, 100%, 30%)')
(('del desarrollo económico y', 0.16395384580426409), 7, (1424, 550), None, 'hsl(231, 100%, 30%)')
(('facultad de humanidades y', 0.1637683918246495), 7, (1237, 513), None, 'hsl(231, 100%, 30%)')
(('aumento de la productividad', 0.16298294532249069), 7, (1488, 563), None, 'hsl(231, 100%, 30%)')
(('al secretario general de', 0.16079578248290272), 7, (1278, 583), None, 'hsl(231, 100%, 30%)')
(('el culto a la', 0.16000949253761651), 7, (1332, 665), 2, 'hsl(231, 100%, 30%)')
(('la reforma agraria y', 0.15700822362202782), 7, (1260, 647), None, 'hsl(232, 100%, 30%)')
(('una visión de conjunto', 0.15419304118899588), 7, (1318, 512), 2, 'hsl(232, 100%, 30%)')
(('nos lleva a la', 0.15347373893631394), 7, (1305, 594), None, 'hsl(232, 100%, 30%)')
(('con vistas a la', 0.15250507741609984), 7, (1107, 495), None, 'hsl(232, 100%, 30%)')
(('a todos los países', 0.1523348198204722), 7, (1270, 510), None, 'hsl(232, 100%, 30%)')
(('la división del norte', 0.15233215901983391), 7, (1329, 596), 2, 'hsl(232, 100%, 30%)')
(('de un país a', 0.1511664637597937), 7, (1389, 486), 2, 'hsl(232, 100%, 30%)')
(('en el prólogo a', 0.14996982883125548), 7, (1418, 514), 2, 'hsl(233, 100%, 30%)')
(('frente a los problemas', 0.1465460068230289), 7, (1409, 456), 2, 'hsl(233, 100%, 30%)')
(('a sí mismo y', 0.14602204602992261), 7, (1288, 537), 2, 'hsl(233, 100%, 30%)')
(('en una carta a', 0.14360249376598458), 7, (1213, 606), None, 'hsl(233, 100%, 30%)')
(('que no llega a', 0.14259081577606544), 7, (1412, 583), None, 'hsl(233, 100%, 30%)')
(('de los más destacados', 0.1423510169934786), 7, (1260, 535), None, 'hsl(233, 100%, 30%)')
(('su nivel de vida', 0.14227909219831703), 7, (1304, 439), 2, 'hsl(233, 100%, 30%)')
(('su adhesión a la', 0.14162700248171978), 7, (1299, 559), 2, 'hsl(234, 100%, 30%)')
(('de accidentes de trabajo', 0.14019772753106383), 7, (1317, 683), 2, 'hsl(234, 100%, 30%)')
(('elevación del nivel de', 0.13973186473303806), 7, (1425, 476), 2, 'hsl(234, 100%, 30%)')
(('la reforma agraria en', 0.13943497144827346), 7, (1282, 691), 2, 'hsl(234, 100%, 30%)')
(('del control de la', 0.1362933009939454), 7, (1439, 522), 2, 'hsl(234, 100%, 30%)')
(('para ayudar a la', 0.13506352288795706), 7, (1383, 665), 2, 'hsl(234, 100%, 30%)')
(('en el país o', 0.13369817230395623), 7, (1487, 424), None, 'hsl(234, 100%, 30%)')
(('en los países latinoamericanos', 0.13053322675474738), 4, (1184, 549), None, 'hsl(235, 100%, 30%)')
(('terminó de imprimir el', 0.13050260172459718), 4, (1278, 528), None, 'hsl(235, 100%, 30%)')
(('talleres gráficos de la', 0.12989517920979876), 4, (1377, 632), 2, 'hsl(235, 100%, 30%)')
(('no se debe a', 0.1271565247924045), 4, (1269, 488), 2, 'hsl(235, 100%, 30%)')
(('el mundo de hoy', 0.12425689612935954), 4, (1356, 561), 2, 'hsl(236, 100%, 30%)')
(('del tratado de montevideo', 0.1236621990306546), 4, (1474, 551), None, 'hsl(236, 100%, 30%)')
(('la conferencia de las', 0.12365833451929346), 4, (1310, 628), 2, 'hsl(236, 100%, 30%)')
(('de sueldos y salarios', 0.12240922705640764), 4, (1157, 476), None, 'hsl(236, 100%, 30%)')
(('se lanzó a la', 0.1222527974644317), 4, (1191, 688), None, 'hsl(236, 100%, 30%)')
(('el temor a la', 0.12184404706744444), 4, (1456, 424), 2, 'hsl(236, 100%, 30%)')
(('la libertad y a', 0.12090916504146933), 4, (1456, 569), None, 'hsl(236, 100%, 30%)')
(('a la libertad y', 0.11978396526972716), 4, (1375, 451), 2, 'hsl(236, 100%, 30%)')
(('como puede apreciarse en', 0.11933354352970285), 4, (1348, 604), 2, 'hsl(236, 100%, 30%)')
(('de pies a cabeza', 0.11898164222721222), 4, (1226, 705), None, 'hsl(236, 100%, 30%)')
(('la presidencia del gobierno', 0.11801794871556903), 4, (1344, 481), 2, 'hsl(236, 100%, 30%)')
(('en el mundo actual', 0.1176891963058727), 4, (1276, 704), 2, 'hsl(236, 100%, 30%)')
(('de abastecimiento de agua', 0.1165743392144124), 4, (1412, 683), 2, 'hsl(236, 100%, 30%)')
(('comité central del partido', 0.11654898799913882), 4, (1359, 460), 2, 'hsl(236, 100%, 30%)')
(('las características de un', 0.11642850727362788), 4, (1354, 689), 2, 'hsl(236, 100%, 30%)')
(('se debe a un', 0.11502852446352448), 4, (1459, 655), None, 'hsl(237, 100%, 30%)')
(('la mentalidad de los', 0.11466238242455738), 4, (1241, 648), None, 'hsl(237, 100%, 30%)')
(('de juan ramón jiménez', 0.1140914744148446), 4, (1394, 647), 2, 'hsl(237, 100%, 30%)')
(('nivel de vida y', 0.11382919564101276), 4, (1387, 557), 2, 'hsl(237, 100%, 30%)')
(('frente a la puerta', 0.11354449269432766), 4, (1242, 687), None, 'hsl(237, 100%, 30%)')
(('de la literatura hispanoamericana', 0.11345216852448718), 4, (1424, 529), 2, 'hsl(237, 100%, 30%)')
(('a sangre y fuego', 0.11089054403991624), 4, (1361, 567), 2, 'hsl(237, 100%, 30%)')
(('frente a la plaza', 0.10941220111503547), 4, (1312, 595), None, 'hsl(237, 100%, 30%)')
(('jefe de la delegación', 0.10913871602274805), 4, (1155, 627), None, 'hsl(237, 100%, 30%)')
(('junto a la puerta', 0.10904391623240349), 4, (1459, 677), 2, 'hsl(237, 100%, 30%)')
(('dio lugar a que', 0.10851301909504242), 4, (1330, 468), 2, 'hsl(237, 100%, 30%)')
(('ramón gómez de la', 0.10814461252498461), 4, (1311, 632), 2, 'hsl(237, 100%, 30%)')
(('las posibilidades de una', 0.10813750615006201), 4, (1441, 441), 2, 'hsl(237, 100%, 30%)')
(('la ley de propiedad', 0.10781830689945419), 4, (1431, 584), None, 'hsl(237, 100%, 30%)')
(('de ciencias económicas de', 0.10773957085313071), 4, (1458, 604), None, 'hsl(237, 100%, 30%)')
(('para la américa latina', 0.10650885921399529), 4, (1325, 611), 2, 'hsl(238, 100%, 30%)')
(('los principios básicos de', 0.10586097376504094), 4, (1190, 515), None, 'hsl(238, 100%, 30%)')
(('todas las posibilidades de', 0.1047348818206976), 4, (1431, 482), 2, 'hsl(238, 100%, 30%)')
(('autodeterminación de los pueblos', 0.10391147215376589), 4, (1428, 449), 2, 'hsl(238, 100%, 30%)')
(('a través de toda', 0.10361948110044374), 4, (1166, 476), None, 'hsl(238, 100%, 30%)')
(('capacidad de producción de', 0.10351597953082917), 4, (1294, 484), 2, 'hsl(238, 100%, 30%)')
(('de acuerdo a las', 1.0), 39, (909, 599), None, 'hsl(133, 100%, 30%)')
(('la balanza de pagos', 0.83113166481420908), 32, (945, 574), None, 'hsl(153, 100%, 30%)')
(('la dirección nacional de', 0.52383890102528619), 26, (996, 550), None, 'hsl(189, 100%, 30%)')
(('en el sector de', 0.47182746304743017), 25, (1050, 539), None, 'hsl(195, 100%, 30%)')
(('en base a la', 0.46322336623524174), 25, (763, 728), 2, 'hsl(196, 100%, 30%)')
(('universidad de puerto rico', 0.43278517274504219), 23, (1017, 539), None, 'hsl(199, 100%, 30%)')
(('los sectores de la', 0.42530716259547113), 22, (1080, 603), None, 'hsl(200, 100%, 30%)')
(('de los países miembros', 0.37771142723511208), 19, (969, 564), None, 'hsl(206, 100%, 30%)')
(('en todos los niveles', 0.31365021697864154), 16, (1102, 619), None, 'hsl(213, 100%, 30%)')
